overall,reviewText,summary
5,"I've worn Skagen watches for as long as I can remeber. It's the ""Thin"" aspect of these watches that I love! Looks are great also!",What Can I Say?
5,"I have converted.  I was a long time, die hard 505 guy, but these 513's are supreme.  I have subsequently purchased two more pair.  They are worth the extra buck or two.  Great deal through Amazon. Thank you",Great Levi's!!
5,My husband loves these sandals. Fit perfectly-very comfortable! This is his third pair! Very durable!!,Fit perfectly-very comfortable! This is his third pair
5,"Its wintertime. Sometimes it gets a little on the chilly side. Toss on this sweatshirt, and its nice and warm again.","Comfortable, warm and nice!"
5,Great! Will use Amazon again,Five Stars
5,This is my second pair of Rainbow flip flops. My first pair is still in great condition - I wanted a second pair of a different color and style. I love them!,Rainbow Flip Flops
5,"The bras are good quality and fit just right. They are just as the seller advertised them, I could not have done any better buying them in a store.",PLaytex 18 Hour Bras
5,I wear a 7 1/2 hat and this hat  fits fine with an adjustable cord and would fit a slightly larger head even.  The band inside the hat is a terry cloth kind of material and will probably be good for comfort.  Wanted the hat for fishing in open water in the summer to keep the sun off of my neck.  Think it will do the job just fine.,... wear a 7 1/2 hat and this hat fits fine with an adjustable cord and would fit a slightly ...
5,"I love these shoes. I've literally been wearing this same model and color for the past six years. I'm on my fourth pair in that amount of time and I wear them every single day of the year, rain or shine.

If you want to have them last longer be sure to waterproof them every month or so in order to keep them dry. After awhile they start to soak up water which will make the rubber around the toe begin to separate. That happened with the first pair that I had and then I started treating them with the spray to avoid this failure.

The only other problem I've experienced is with the heel cup breaking. That's more an artifact of me being really rough with putting my shoes on and probably stepping on the backs too often.",Great shoes. I'm on my fourth pair in six years. Worn every day.
5,I WAS WELL PLEASED WITH THIS PURCHASE. IT WAS A GIFT TO MY HUSBAND WHO'S ATTACHED TO TIMEX WATCHES. GREAT.,TIMEX WATCH
5,Beautiful colors!!!!!,Five Stars
5,"Simple review, my watches fit despite the various sizes of the bands, the case looks neat the glass allow the watches to recharge the hardware is a little cheap but at this price it works fine. Good deal. rate five for the price.",Good deal quality looking great price
5,Amazing gift and comes in cute pouch. It is really heavy and Looks like an expensive gift.,Great Gift  at affordable price
5,"I bought this watch for 2 reasons:  1: It's a Citizen Eco Drive. One of the best watch brands out there.  and 2: It's smaller than most men's watches.  For someone with skinny wrists who's sick of huge wrist watches, this is the watch for you.
I've had this watch for about a year and I love it. Best watch I have ever owned. The time is always right on, it's stylish but simple, it's not heavy or large.  And after a year of wearing it every day there's still no scratches on it. It is very durable. The band is also very comfortable.
I like this watch so much I've considered buying another one with another colored band.",Great Watch for Smaller Men's Wrists
5,They Last Forever. A little Too Tight At The Top.,Tops In Socks
5,Amazing heels that are super sexy.,most definitely recommend
5,Adores and warm,Five Stars
5,works awesome & great value!,Five Stars
5,Fit the bill for a Halloween costume.  Held up through some rough & tumble carnival fun and paintball!,Held up through some rough & tumble carnival fun and paintball
5,I love these. Had a pair when I was younger. Rediscovered on Amazon. They are comfy and keep your feet warm. Well built and has lasted thru 2 winters so far.,Best slipper
5,Fantastic condition (battery works) visible numbers and attractive classic watch with date sweep second and easy to read.,Attractive and easy to read with night time indiglo and great basic features =)
5,I got this for my wife who wanted a floating heart necklace. I thought this one looked a bit unique and glad i went with it. She loved it. The only problem was the chain was a bit short for her but she had a silver extension that worked great!,Very nice!
5,"I like to wear my sweatshirts a bit loose and this was the perfect size! I had ordered another one, same color same size, from a different venue and it fits snug which I do not like. I would definitely buy this brand again!!!",Perfect Fit!
5,"my granddaughter loves the ballet shoes. they fit perfect, great quality.  she wears them all the
time evan if she is not dancing.  she is four years old so you can imagine the beating they take,
and they still look new.  great product.",another great quality item
5,It's hard to find these pants where I live so I was excited to find them on Amazon. They are very durable and my husband loves them.,Dickie pants
5,"Love these seriously! Super comfy, can walk all over. Pretty much all I wear while pregnant as they are so comfy!! I bought last summer and they still look amazing and are comfortable. Will buy more whenever these wear out but no signs of wear so far!",FABULOUS!!!
5,Very good.,Five Stars
5,This is a great bra! The only style I KNOW  will always fit. Why doesn't Maidenform still make them?!? What will I do when they run out on Amazon?,Maidenform make more of this style bra!!
